Date,Amount,Category
2023-10-07,106.31,Utilities
2023-10-07,530.04,Investment Return
2023-10-07,98.38,Shopping
2023-10-07,232.5,Education
2023-10-07,1048.63,Rent
2023-10-08,644.5,Freelance
2023-10-08,488.58,Investment Return
2023-10-08,20.64,Utilities
2023-10-08,465.15,Entertainment
2023-10-08,46.17,Healthcare
2023-10-08,493.32,Freelance
2023-10-08,202.43,Groceries
2023-10-08,330.02,Utilities
2023-10-08,189.85,Utilities
2023-10-09,212.84,Transport
2023-10-09,155.22,Shopping
2023-10-09,444.92,Transport
2023-10-09,161.16,Entertainment
2023-10-09,235.92,Healthcare
2023-10-10,220.59,Transport
2023-10-10,25.26,Entertainment
2023-10-10,176.35,Education
2023-10-10,162.15,Transport
2023-10-10,50.54,Shopping
2023-10-11,299.06,Shopping
2023-10-11,443.25,Entertainment
2023-10-11,155.45,Groceries
2023-10-12,1014.73,Rent
2023-10-12,138.4,Shopping
2023-10-12,473.74,Entertainment
2023-10-12,668.46,Freelance
2023-10-12,2065.34,Salary
2023-10-13,134.92,Entertainment
2023-10-13,404.18,Education
2023-10-13,225.28,Groceries
2023-10-13,367.48,Healthcare
2023-10-13,388.62,Healthcare
2023-10-14,433.11,Utilities
2023-10-14,343.41,Transport
2023-10-14,1895.34,Salary
2023-10-14,205.07,Education
2023-10-14,112.73,Healthcare
2023-10-14,303.85,Shopping
2023-10-14,2083.28,Salary
2023-10-14,283.5,Education
2023-10-14,323.33,Utilities
2023-10-15,80.86,Shopping
2023-10-15,281.3,Transport
2023-10-15,339.7,Freelance
2023-10-15,497.36,Transport
2023-10-15,192.57,Groceries
2023-10-15,73.37,Utilities
2023-10-15,348.51,Entertainment
2023-10-16,720.44,Investment Return
2023-10-16,1002.86,Rent
2023-10-16,20.24,Healthcare
2023-10-16,2078.26,Salary
2023-10-16,126.36,Healthcare
2023-10-16,314.46,Transport
2023-10-16,350.03,Healthcare
2023-10-16,332.03,Education
2023-10-17,279.62,Education
2023-10-17,447.03,Transport
2023-10-17,944.34,Rent
2023-10-17,158.47,Entertainment
2023-10-17,166.46,Shopping
2023-10-17,2123.67,Salary
2023-10-17,350.59,Education
2023-10-18,338.2,Utilities
2023-10-18,432.82,Transport
2023-10-18,318.99,Investment Return
2023-10-18,85.12,Shopping
2023-10-18,284.48,Shopping
2023-10-18,17.17,Education
2023-10-19,86.59,Shopping
2023-10-19,998.8,Rent
2023-10-19,505.1,Freelance
2023-10-19,462.03,Shopping
2023-10-19,363.29,Entertainment
2023-10-19,995.83,Rent
2023-10-20,51.17,Entertainment
2023-10-20,281.68,Groceries
2023-10-20,31.27,Entertainment
2023-10-20,104.01,Healthcare
2023-10-20,143.02,Entertainment
2023-10-20,58.89,Transport
2023-10-20,484.21,Education
2023-10-20,207.96,Transport
2023-10-20,158.16,Healthcare
2023-10-21,226.25,Education
2023-10-21,253.75,Entertainment
2023-10-21,261.33,Healthcare
2023-10-21,393.27,Healthcare
2023-10-21,1017.1,Rent
2023-10-22,1010.78,Rent
2023-10-22,147.81,Shopping
2023-10-22,1049.08,Rent
2023-10-22,1956.82,Salary
2023-10-22,486.04,Education
2023-10-22,213.81,Education
2023-10-22,951.68,Rent
2023-10-22,167.69,Transport
2023-10-22,468.49,Utilities
2023-10-23,298.98,Entertainment
2023-10-23,168.66,Shopping
2023-10-23,567.78,Investment Return
2023-10-23,468.56,Investment Return
2023-10-23,449.83,Shopping
2023-10-24,472.53,Investment Return
2023-10-24,2120.05,Salary
2023-10-24,73.54,Healthcare
2023-10-24,137.25,Utilities
2023-10-24,44.22,Transport
2023-10-24,34.69,Transport
2023-10-25,86.88,Transport
2023-10-25,109.03,Transport
2023-10-25,351.59,Transport
2023-10-25,19.31,Education
2023-10-25,1932.47,Salary
2023-10-25,193.55,Groceries
2023-10-26,426.59,Transport
2023-10-26,175.48,Education
2023-10-26,202.53,Healthcare
2023-10-26,52.57,Entertainment
2023-10-26,372.77,Healthcare
2023-10-26,148.78,Healthcare
2023-10-26,200.74,Utilities
2023-10-26,295.5,Investment Return
2023-10-26,412.27,Entertainment
2023-10-26,1832.93,Salary
2023-10-26,72.38,Utilities
2023-10-27,90.63,Healthcare
2023-10-27,350.45,Freelance
2023-10-27,314.01,Entertainment
2023-10-27,318.56,Healthcare
2023-10-28,1968.15,Salary
2023-10-28,127.75,Healthcare
2023-10-28,357.42,Education
2023-10-28,219.84,Entertainment
2023-10-28,423.1,Shopping
2023-10-28,496.74,Entertainment
2023-10-28,299.62,Entertainment
2023-10-28,335.14,Education
2023-10-29,903.22,Rent
2023-10-29,988.62,Rent
2023-10-29,258.82,Groceries
2023-10-29,394.1,Healthcare
2023-10-29,73.06,Transport
2023-10-29,1927.11,Salary
2023-10-29,196.29,Groceries
2023-10-29,1033.25,Rent
2023-10-30,918.4,Rent
2023-10-30,142.42,Utilities
2023-10-30,78.46,Shopping
2023-10-30,245.44,Education
2023-10-30,483.52,Utilities
2023-10-30,958.16,Rent
2023-10-30,179.61,Groceries
2023-10-30,493.68,Shopping
2023-10-30,393.73,Healthcare
2023-10-31,564.7,Freelance
2023-10-31,265.59,Entertainment
2023-10-31,202.1,Education
2023-10-31,573.42,Freelance
2023-10-31,50.84,Healthcare
2023-10-31,1078.3,Rent
2023-10-31,2106.36,Salary
2023-11-01,189.24,Utilities
2023-11-01,192.64,Entertainment
2023-11-01,450.76,Utilities
2023-11-01,345.55,Utilities
2023-11-01,411.14,Shopping
2023-11-01,36.99,Healthcare
2023-11-01,483.68,Investment Return
2023-11-01,243.3,Education
2023-11-01,216.59,Transport
2023-11-02,2149.18,Salary
2023-11-02,460.81,Utilities
2023-11-02,245.24,Healthcare
2023-11-02,310.64,Shopping
2023-11-02,190.51,Transport
2023-11-02,1997.64,Salary
2023-11-03,381.26,Transport
2023-11-03,401.85,Healthcare
2023-11-03,282.82,Transport
2023-11-04,37.02,Transport
2023-11-04,236.75,Transport
2023-11-04,317.94,Shopping
2023-11-04,112.29,Shopping
2023-11-04,361.73,Entertainment
2023-11-04,1992.53,Salary
2023-11-04,62.99,Shopping
2023-11-04,1894.04,Salary
2023-11-05,2110.53,Salary
2023-11-05,218.8,Education
2023-11-05,123.57,Healthcare
2023-11-06,992.45,Rent
2023-11-06,85.69,Shopping
2023-11-06,1944.41,Salary
2023-11-06,266.44,Utilities
2023-11-06,27.46,Healthcare
2023-11-06,254.44,Education
2023-11-07,199.79,Shopping
2023-11-07,1976.52,Salary
2023-11-07,416.75,Entertainment
2023-11-07,2014.22,Salary
2023-11-07,174.38,Groceries
2023-11-07,214.83,Transport
2023-11-08,362.48,Healthcare
2023-11-08,257.3,Groceries
2023-11-08,216.23,Groceries
2023-11-09,998.3,Rent
2023-11-09,487.16,Education
2023-11-09,2115.21,Salary
2023-11-09,2130.01,Salary
2023-11-09,99.36,Education
2023-11-09,445.56,Entertainment
2023-11-10,1026.97,Rent
2023-11-10,447.72,Transport
2023-11-10,176.69,Utilities
2023-11-10,1039.34,Rent
2023-11-10,167.63,Healthcare
2023-11-11,457.03,Entertainment
2023-11-11,330.05,Education
2023-11-11,330.24,Entertainment
2023-11-11,239.18,Groceries
2023-11-11,1867.8,Salary
2023-11-12,242.37,Groceries
2023-11-12,451.92,Education
2023-11-12,154.22,Healthcare
2023-11-12,398.72,Education
2023-11-13,224.67,Groceries
2023-11-13,959.98,Rent
2023-11-13,439.56,Shopping
2023-11-14,146.89,Utilities
2023-11-14,15.93,Transport
2023-11-14,959.4,Rent
2023-11-14,174.68,Utilities
2023-11-14,692.4,Investment Return
2023-11-15,455.67,Investment Return
2023-11-15,482.36,Education
2023-11-15,962.49,Rent
2023-11-15,387.11,Investment Return
2023-11-16,412.67,Investment Return
2023-11-16,306.15,Transport
2023-11-16,961.63,Rent
2023-11-16,129.2,Entertainment
2023-11-17,365.58,Healthcare
2023-11-17,34.7,Utilities
2023-11-17,348.2,Shopping
2023-11-17,1032.35,Rent
2023-11-17,505.21,Investment Return
2023-11-17,367.21,Entertainment
2023-11-17,888.43,Rent
2023-11-18,434.93,Transport
2023-11-18,678.56,Freelance
2023-11-18,274.5,Utilities
2023-11-18,215.03,Groceries
2023-11-18,217.09,Utilities
2023-11-18,570.12,Freelance
2023-11-19,217.03,Groceries
2023-11-19,181.5,Entertainment
2023-11-19,395.57,Investment Return
2023-11-19,1040.64,Rent
2023-11-19,300.55,Shopping
2023-11-19,201.85,Groceries
2023-11-20,468.58,Entertainment
2023-11-20,431.67,Education
2023-11-20,288.64,Transport
2023-11-20,10.91,Healthcare
2023-11-20,26.87,Utilities
2023-11-20,18.14,Education
2023-11-20,1955.74,Salary
2023-11-20,396.28,Education
2023-11-21,192.36,Groceries
2023-11-21,1973.99,Salary
2023-11-21,430.15,Education
2023-11-21,134.91,Healthcare
2023-11-21,301.25,Transport
2023-11-21,484.64,Transport
2023-11-21,962.54,Rent
2023-11-21,498.23,Shopping
2023-11-22,303.04,Shopping
2023-11-22,487.05,Shopping
2023-11-22,329.69,Transport
2023-11-22,1106.93,Rent
2023-11-22,1975.19,Salary
2023-11-22,1026.99,Rent
2023-11-23,222.97,Education
2023-11-23,169.23,Transport
2023-11-23,1963.86,Salary
2023-11-23,123.33,Education
2023-11-23,2024.98,Salary
2023-11-23,28.53,Education
2023-11-24,383.73,Entertainment
2023-11-24,2050.24,Salary
2023-11-24,217.6,Transport
2023-11-24,216.31,Utilities
2023-11-24,2028.5,Salary
2023-11-24,235.29,Groceries
2023-11-24,195.05,Utilities
2023-11-24,341.61,Healthcare
2023-11-24,17.16,Shopping
2023-11-24,430.67,Education
2023-11-25,1962.26,Salary
2023-11-25,458.34,Entertainment
2023-11-25,52.66,Entertainment
2023-11-25,415.23,Education
2023-11-25,279.16,Entertainment
2023-11-26,562.48,Freelance
2023-11-26,1051.73,Rent
2023-11-26,111.34,Healthcare
2023-11-26,1958.66,Salary
2023-11-26,109.87,Transport
2023-11-26,178.76,Utilities
2023-11-26,134.11,Education
2023-11-26,1044.05,Rent
2023-11-26,388.53,Entertainment
2023-11-27,369.02,Investment Return
2023-11-27,640.56,Investment Return
2023-11-27,195.05,Groceries
2023-11-27,260.57,Utilities
2023-11-28,2024.13,Salary
2023-11-28,306.45,Utilities
2023-11-28,492.13,Entertainment
2023-11-28,395.67,Transport
2023-11-28,42.79,Shopping
2023-11-29,373.13,Investment Return
2023-11-29,377.2,Investment Return
2023-11-29,186.06,Education
2023-11-29,53.5,Shopping
2023-11-29,200.92,Groceries
2023-11-29,408.8,Transport
2023-11-30,228.2,Shopping
2023-11-30,588.31,Investment Return
2023-11-30,966.43,Rent
2023-11-30,361.51,Education
2023-11-30,458.09,Investment Return
2023-12-01,432.83,Utilities
2023-12-01,392.22,Freelance
2023-12-01,613.21,Investment Return
2023-12-01,608.75,Freelance
2023-12-01,364.4,Investment Return
2023-12-01,320.31,Shopping
2023-12-01,555.65,Freelance
2023-12-02,79.49,Utilities
2023-12-02,89.8,Healthcare
2023-12-02,931.98,Rent
2023-12-03,1983.19,Salary
2023-12-03,313.18,Shopping
2023-12-03,412.48,Shopping
2023-12-04,469.93,Freelance
2023-12-04,409.64,Education
2023-12-04,295.79,Entertainment
2023-12-04,103.18,Utilities
2023-12-04,50.77,Utilities
2023-12-04,1075.88,Rent
2023-12-04,486.91,Transport
2023-12-04,2056.08,Salary
2023-12-05,503.27,Freelance
2023-12-05,431.41,Shopping
2023-12-05,363.22,Transport
2023-12-06,1946.39,Salary
2023-12-06,361.07,Healthcare
2023-12-06,384.19,Healthcare
2023-12-07,202.53,Groceries
2023-12-07,125.38,Transport
2023-12-07,1991.37,Salary
2023-12-07,2035.32,Salary
2023-12-07,320.82,Entertainment
2023-12-07,403.03,Healthcare
2023-12-08,245.04,Investment Return
2023-12-08,486.65,Transport
2023-12-09,229.48,Transport
2023-12-09,218.11,Groceries
2023-12-09,35.12,Education
2023-12-10,2068.94,Salary
2023-12-10,1842.82,Salary
2023-12-10,267.85,Entertainment
2023-12-10,466.15,Healthcare
2023-12-10,57.06,Utilities
2023-12-11,192.72,Utilities
2023-12-11,204.69,Utilities
2023-12-11,2099.6,Salary
2023-12-11,277.45,Healthcare
2023-12-11,955.54,Rent
2023-12-12,251.8,Groceries
2023-12-12,537.12,Freelance
2023-12-12,86.15,Healthcare
2023-12-12,1881.95,Salary
2023-12-12,228.26,Groceries
2023-12-12,1873.49,Salary
2023-12-12,395.96,Entertainment
2023-12-13,1962.73,Salary
2023-12-13,426.26,Transport
2023-12-13,158.24,Healthcare
2023-12-13,172.78,Transport
2023-12-14,214.55,Utilities
2023-12-14,135.79,Shopping
2023-12-14,477.98,Transport
2023-12-14,121.48,Utilities
2023-12-14,313.07,Entertainment
2023-12-14,193.58,Groceries
2023-12-14,284.05,Transport
2023-12-15,333.9,Healthcare
2023-12-15,519.66,Investment Return
2023-12-15,121.53,Utilities
2023-12-15,402.36,Education
2023-12-15,490.63,Investment Return
2023-12-15,62.89,Shopping
2023-12-15,363.37,Shopping
2023-12-15,1102.03,Rent
2023-12-15,85.61,Education
2023-12-16,2062.28,Salary
2023-12-16,17.75,Utilities
2023-12-16,327.23,Utilities
2023-12-16,326.13,Education
2023-12-16,379.11,Education
2023-12-16,1045.6,Rent
2023-12-16,936.01,Rent
2023-12-16,315.79,Transport
2023-12-17,207.17,Groceries
2023-12-17,122.68,Shopping
2023-12-17,33.57,Shopping
2023-12-17,605.41,Freelance
2023-12-17,377.65,Healthcare
2023-12-18,305.6,Shopping
2023-12-18,44.13,Utilities
2023-12-18,195.73,Groceries
2023-12-18,452.82,Education
2023-12-19,284.05,Groceries
2023-12-19,325.7,Education
2023-12-19,60.79,Education
2023-12-20,491.67,Freelance
2023-12-20,2104.88,Salary
2023-12-20,100.28,Shopping
2023-12-20,477.7,Education
2023-12-20,466.33,Transport
2023-12-20,532.83,Freelance
2023-12-20,326.75,Utilities
2023-12-20,377.74,Utilities
2023-12-21,89.85,Shopping
2023-12-21,224.07,Education
2023-12-21,29.18,Shopping
2023-12-21,157.98,Transport
2023-12-21,180.31,Groceries
2023-12-22,331.16,Freelance
2023-12-22,482.39,Education
2023-12-22,196.13,Groceries
2023-12-22,423.62,Utilities
2023-12-22,497.88,Education
2023-12-23,15.06,Utilities
2023-12-23,207.8,Healthcare
2023-12-23,396.53,Entertainment
2023-12-23,119.21,Education
2023-12-23,370.64,Freelance
2023-12-24,96.23,Shopping
2023-12-25,366.06,Transport
2023-12-25,225.51,Groceries
2023-12-25,167.4,Healthcare
2023-12-25,493.55,Freelance
2023-12-26,287.73,Healthcare
2023-12-26,474.83,Transport
2023-12-26,582.93,Investment Return
2023-12-26,233.71,Groceries
2023-12-26,523.95,Freelance
2023-12-26,682.58,Investment Return
2023-12-26,393.49,Investment Return
2023-12-26,633.46,Investment Return
2023-12-26,284.99,Healthcare
2023-12-26,645.85,Investment Return
2023-12-27,38.03,Healthcare
2023-12-27,317.86,Freelance
2023-12-27,393.3,Freelance
2023-12-27,970.43,Rent
2023-12-28,244.83,Groceries
2023-12-28,332.56,Entertainment
2023-12-28,162.57,Healthcare
2023-12-28,1021.97,Rent
2023-12-29,57.56,Shopping
2023-12-29,906.09,Rent
2023-12-29,310.76,Utilities
2023-12-29,254.9,Healthcare
2023-12-29,2043.88,Salary
2023-12-29,33.21,Healthcare
2023-12-29,149.96,Education
2023-12-30,514.11,Freelance
2023-12-30,451.69,Transport
2023-12-30,540.34,Investment Return
2023-12-31,292.2,Shopping
2023-12-31,370.06,Transport
2023-12-31,43.45,Transport
2023-12-31,1826.55,Salary
2023-12-31,514.9,Investment Return
2023-12-31,195.02,Groceries
2023-12-31,971.98,Rent
2024-01-01,281.47,Utilities
2024-01-01,2058.7,Salary
2024-01-01,377.41,Healthcare
2024-01-01,108.97,Transport
2024-01-01,470.39,Education
2024-01-01,244.57,Groceries
2024-01-01,188.25,Groceries
2024-01-02,340.49,Education
2024-01-02,21.22,Utilities
2024-01-02,489.56,Healthcare
2024-01-03,460.51,Entertainment
2024-01-03,391.02,Transport
2024-01-03,275.78,Groceries
2024-01-03,521.67,Investment Return
2024-01-03,17.43,Entertainment
2024-01-04,186.76,Groceries
2024-01-04,406.91,Education
2024-01-04,1006.07,Rent
2024-01-05,982.1,Rent
2024-01-05,446.48,Transport
2024-01-05,319.69,Investment Return
2024-01-05,319.38,Transport
2024-01-05,2020.06,Salary
2024-01-05,1011.33,Rent
2024-01-06,97.77,Transport
2024-01-06,224.89,Utilities
2024-01-07,343.54,Utilities
2024-01-07,66.71,Utilities
2024-01-07,960.59,Rent
2024-01-07,71.07,Utilities
2024-01-07,369.5,Utilities
2024-01-08,486.31,Utilities
2024-01-08,314.16,Transport
2024-01-08,99.84,Entertainment
2024-01-08,543.0,Freelance
2024-01-08,487.9,Investment Return
2024-01-08,210.17,Healthcare
2024-01-08,1889.37,Salary
2024-01-08,717.81,Freelance
2024-01-09,2208.59,Salary
2024-01-09,640.12,Freelance
2024-01-09,291.82,Shopping
2024-01-09,541.48,Investment Return
2024-01-09,77.57,Entertainment
2024-01-09,326.16,Utilities
2024-01-09,65.6,Transport
2024-01-09,992.15,Rent
2024-01-10,2012.81,Salary
2024-01-10,981.51,Rent
2024-01-10,31.63,Shopping
2024-01-10,126.07,Entertainment
2024-01-10,64.64,Education
2024-01-10,165.01,Groceries
2024-01-10,2023.75,Salary
2024-01-10,587.1,Freelance
2024-01-11,192.17,Groceries
2024-01-11,354.43,Investment Return
2024-01-11,122.7,Healthcare
2024-01-11,184.03,Groceries
2024-01-12,313.11,Education
2024-01-12,768.19,Investment Return
2024-01-12,174.95,Transport
2024-01-12,228.47,Entertainment
2024-01-12,187.99,Shopping
2024-01-12,350.02,Entertainment
2024-01-12,163.8,Groceries
2024-01-12,266.91,Utilities
2024-01-12,384.1,Shopping
2024-01-13,103.15,Entertainment
2024-01-13,149.49,Healthcare
2024-01-13,629.98,Freelance
2024-01-13,150.94,Entertainment
2024-01-13,1048.08,Rent
2024-01-13,349.05,Entertainment
2024-01-14,1031.57,Rent
2024-01-14,215.56,Groceries
2024-01-14,951.02,Rent
2024-01-14,232.44,Transport
2024-01-15,241.89,Groceries
2024-01-15,1812.68,Salary
2024-01-15,2015.24,Salary
2024-01-15,241.14,Groceries
2024-01-16,305.63,Entertainment
2024-01-16,148.57,Shopping
2024-01-16,1842.52,Salary
2024-01-16,1766.25,Salary
2024-01-17,67.44,Transport
2024-01-17,70.83,Entertainment
2024-01-17,567.08,Freelance
2024-01-17,454.65,Transport
2024-01-17,1066.22,Rent
2024-01-17,226.45,Groceries
2024-01-17,1966.02,Salary
2024-01-17,159.96,Transport
2024-01-18,188.67,Groceries
2024-01-18,108.37,Education
2024-01-18,129.2,Entertainment
2024-01-18,171.87,Transport
2024-01-18,1618.13,Salary
2024-01-19,218.25,Shopping
2024-01-19,93.84,Education
2024-01-19,1919.18,Salary
2024-01-19,450.83,Shopping
2024-01-20,196.93,Groceries
2024-01-20,424.01,Education
2024-01-20,1930.54,Salary
2024-01-20,200.97,Shopping
2024-01-20,143.71,Shopping
2024-01-20,253.73,Groceries
2024-01-20,347.96,Transport
2024-01-20,310.39,Transport
2024-01-20,205.14,Education
2024-01-21,288.18,Education
2024-01-21,208.59,Groceries
2024-01-21,58.09,Healthcare
2024-01-21,201.61,Groceries
2024-01-21,402.43,Education
2024-01-22,345.53,Entertainment
2024-01-22,2103.73,Salary
2024-01-22,422.31,Shopping
2024-01-22,310.74,Education
2024-01-22,547.91,Investment Return
2024-01-22,425.11,Shopping
2024-01-23,994.12,Rent
2024-01-23,353.02,Education
2024-01-23,267.34,Healthcare
2024-01-23,347.91,Transport
2024-01-23,405.27,Education
2024-01-23,326.29,Entertainment
2024-01-24,50.86,Utilities
2024-01-24,2073.25,Salary
2024-01-24,328.66,Transport
2024-01-24,163.28,Groceries
2024-01-25,453.17,Healthcare
2024-01-25,299.26,Healthcare
2024-01-26,389.42,Investment Return
2024-01-26,255.76,Education
2024-01-26,1989.37,Salary
2024-01-27,497.13,Education
2024-01-27,1973.3,Salary
2024-01-27,293.68,Utilities
2024-01-28,49.33,Utilities
2024-01-28,389.83,Shopping
2024-01-29,623.83,Freelance
2024-01-29,32.04,Transport
2024-01-29,425.38,Healthcare
2024-01-29,260.3,Entertainment
2024-01-30,153.23,Entertainment
2024-01-30,317.21,Shopping
2024-01-30,436.01,Freelance
2024-01-30,1019.89,Rent
2024-01-31,411.19,Shopping
2024-01-31,488.16,Freelance
2024-01-31,1978.42,Salary
2024-01-31,247.16,Groceries
2024-01-31,284.94,Education
2024-01-31,978.49,Rent
2024-01-31,196.87,Education
2024-01-31,76.41,Shopping
2024-02-01,916.74,Rent
2024-02-01,197.53,Groceries
2024-02-01,469.98,Shopping
2024-02-01,228.95,Entertainment
2024-02-01,183.19,Groceries
2024-02-01,211.44,Transport
2024-02-02,339.6,Transport
2024-02-02,185.12,Shopping
2024-02-02,123.37,Shopping
2024-02-02,439.93,Education
2024-02-02,195.73,Transport
2024-02-02,128.33,Transport
2024-02-03,310.21,Utilities
2024-02-03,154.7,Shopping
2024-02-03,348.61,Education
2024-02-04,488.02,Transport
2024-02-04,430.01,Entertainment
2024-02-04,194.29,Entertainment
2024-02-04,209.48,Shopping
2024-02-04,457.79,Healthcare
2024-02-04,236.85,Groceries
2024-02-04,2206.35,Salary
2024-02-04,385.3,Freelance
2024-02-05,352.33,Transport
2024-02-05,1020.36,Rent
2024-02-05,148.45,Entertainment
2024-02-05,345.19,Education
2024-02-05,375.86,Utilities
2024-02-05,458.36,Investment Return
2024-02-06,83.21,Utilities
2024-02-06,1049.45,Rent
2024-02-06,2184.16,Salary
2024-02-06,97.49,Transport
2024-02-06,397.96,Education
2024-02-06,378.57,Entertainment
2024-02-07,170.01,Entertainment
2024-02-07,497.76,Healthcare
2024-02-07,454.12,Healthcare
2024-02-08,663.33,Freelance
2024-02-08,1107.95,Rent
2024-02-08,258.68,Utilities
2024-02-08,402.89,Transport
2024-02-08,474.68,Shopping
2024-02-09,391.93,Utilities
2024-02-09,483.49,Education
2024-02-09,178.84,Groceries
2024-02-09,1973.7,Salary
2024-02-09,94.24,Transport
2024-02-09,524.6,Investment Return
2024-02-09,365.75,Investment Return
2024-02-09,24.13,Healthcare
2024-02-09,177.63,Shopping
2024-02-09,244.62,Utilities
2024-02-09,13.18,Transport
2024-02-09,96.91,Transport
2024-02-10,174.53,Utilities
2024-02-10,714.5,Freelance
2024-02-11,196.64,Groceries
2024-02-11,291.56,Education
2024-02-11,1986.13,Salary
2024-02-11,260.51,Groceries
2024-02-11,64.65,Entertainment
2024-02-11,494.48,Freelance
2024-02-12,232.16,Healthcare
2024-02-12,465.77,Utilities
2024-02-12,996.66,Rent
2024-02-12,167.71,Shopping
2024-02-12,126.37,Education
2024-02-13,320.2,Transport
2024-02-13,184.85,Groceries
2024-02-13,161.15,Healthcare
2024-02-13,126.92,Entertainment
2024-02-13,390.09,Education
2024-02-13,79.48,Utilities
2024-02-13,600.84,Investment Return
2024-02-14,1026.66,Rent
2024-02-14,55.58,Shopping
2024-02-14,297.38,Healthcare
2024-02-14,207.85,Shopping
2024-02-15,2189.08,Salary
2024-02-15,2128.53,Salary
2024-02-15,16.07,Education
2024-02-15,202.05,Shopping
2024-02-15,408.34,Transport
2024-02-16,185.95,Groceries
2024-02-16,210.59,Education
2024-02-17,256.82,Education
2024-02-17,454.86,Utilities
2024-02-17,231.59,Utilities
2024-02-18,354.94,Investment Return
2024-02-18,1998.46,Salary
2024-02-18,132.03,Education
2024-02-19,665.5,Investment Return
2024-02-19,449.92,Investment Return
2024-02-19,341.15,Education
2024-02-19,179.22,Transport
2024-02-19,456.21,Entertainment
2024-02-19,1062.37,Rent
2024-02-20,190.69,Groceries
2024-02-20,564.83,Investment Return
2024-02-20,34.2,Shopping
2024-02-20,980.48,Rent
2024-02-20,446.23,Investment Return
2024-02-20,271.54,Groceries
2024-02-20,431.02,Investment Return
2024-02-20,126.59,Transport
2024-02-20,38.66,Transport
2024-02-20,377.1,Investment Return
2024-02-20,199.89,Entertainment
2024-02-20,335.18,Entertainment
2024-02-21,982.98,Rent
2024-02-21,108.26,Shopping
2024-02-22,263.05,Shopping
2024-02-22,1959.75,Salary
2024-02-22,413.85,Freelance
2024-02-22,86.86,Healthcare
2024-02-22,447.05,Utilities
2024-02-23,1845.24,Salary
2024-02-23,117.21,Shopping
2024-02-23,146.66,Shopping
2024-02-23,435.26,Entertainment
2024-02-24,191.14,Groceries
2024-02-24,201.68,Utilities
2024-02-24,345.75,Healthcare
2024-02-25,1049.76,Rent
2024-02-25,72.04,Entertainment
2024-02-25,419.68,Healthcare
2024-02-25,76.62,Education
2024-02-25,1019.67,Rent
2024-02-25,32.16,Shopping
2024-02-26,104.0,Transport
2024-02-26,175.01,Shopping
2024-02-26,970.09,Rent
2024-02-26,644.64,Freelance
2024-02-26,1867.65,Salary
2024-02-26,410.24,Shopping
2024-02-27,438.21,Utilities
2024-02-27,548.06,Freelance
2024-02-27,188.36,Groceries
2024-02-27,386.04,Education
2024-02-27,145.46,Groceries
2024-02-27,110.54,Utilities
2024-02-27,1062.63,Rent
2024-02-28,2143.81,Salary
2024-02-28,1909.14,Salary
2024-02-28,19.2,Utilities
2024-02-28,28.35,Shopping
2024-02-28,294.58,Transport
2024-02-28,603.83,Freelance
2024-02-28,571.78,Investment Return
2024-02-28,487.2,Healthcare
2024-02-28,158.79,Groceries
2024-02-28,233.36,Groceries
2024-02-28,2093.96,Salary
2024-02-28,437.03,Entertainment
2024-02-29,119.8,Healthcare
2024-02-29,497.68,Healthcare
2024-02-29,694.94,Freelance
2024-02-29,279.5,Transport
2024-02-29,452.65,Transport
2024-02-29,75.57,Utilities
2024-02-29,379.62,Utilities
2024-03-01,83.33,Healthcare
2024-03-01,1987.73,Salary
2024-03-01,457.81,Freelance
2024-03-01,251.88,Transport
2024-03-01,206.26,Groceries
2024-03-02,532.79,Freelance
2024-03-02,364.98,Shopping
2024-03-02,104.53,Education
2024-03-02,213.46,Entertainment
2024-03-02,2042.49,Salary
2024-03-02,425.27,Transport
2024-03-02,19.15,Education
2024-03-02,474.29,Healthcare
2024-03-02,493.98,Investment Return
2024-03-02,243.46,Education
2024-03-03,358.21,Utilities
2024-03-03,993.28,Rent
2024-03-03,123.56,Healthcare
2024-03-03,483.48,Investment Return
2024-03-03,304.14,Transport
2024-03-04,340.41,Utilities
2024-03-04,191.21,Entertainment
2024-03-04,23.87,Education
2024-03-04,1037.92,Rent
2024-03-04,106.01,Transport
2024-03-04,246.93,Healthcare
2024-03-04,445.12,Shopping
2024-03-04,236.96,Entertainment
2024-03-04,281.46,Transport
2024-03-05,2144.58,Salary
2024-03-05,274.79,Education
2024-03-05,398.4,Healthcare
2024-03-05,252.44,Shopping
2024-03-05,204.47,Groceries
2024-03-05,358.83,Shopping
2024-03-05,360.95,Utilities
2024-03-05,358.11,Transport
2024-03-06,176.05,Groceries
2024-03-06,152.88,Education
2024-03-06,281.06,Education
2024-03-06,485.97,Entertainment
2024-03-06,466.9,Investment Return
2024-03-06,510.72,Freelance
2024-03-06,306.61,Investment Return
2024-03-06,106.88,Utilities
2024-03-07,127.66,Entertainment
2024-03-07,2066.96,Salary
2024-03-07,193.2,Entertainment
2024-03-07,191.21,Groceries
2024-03-08,473.78,Utilities
2024-03-09,409.37,Entertainment
2024-03-09,169.21,Shopping
2024-03-09,206.9,Groceries
2024-03-09,376.33,Education
2024-03-09,590.57,Investment Return
2024-03-09,370.48,Healthcare
2024-03-09,245.92,Education
2024-03-10,1016.72,Rent
2024-03-10,365.61,Education
2024-03-10,174.73,Groceries
2024-03-10,1029.08,Rent
2024-03-11,608.47,Freelance
2024-03-11,170.76,Groceries
2024-03-11,139.84,Healthcare
